,type,start,duration,timeline,filepath,frequency,text,stop,language,split,movie,chunk,subject,study,offset,context,sentence,sentence_char
10,Word,3.556,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,for,3.774,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
11,Word,3.812,0.586,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"us,",4.398,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
12,Word,4.564,0.502,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,kissing,5.066,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
13,Word,5.098,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,is,5.2459999999999996,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
14,Word,5.268,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,as,5.406,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
15,Word,5.428,0.33,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,important,5.758,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
16,Word,5.844,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,as,6.046,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
17,Word,6.068,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,any,6.254,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
18,Word,6.292,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,part,6.446,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
19,Word,6.468,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,of,6.606,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
20,Word,6.628,0.522,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,it.,7.15,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
21,Word,7.3,0.7,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,Right.,8.0,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
22,Word,11.01,0.94,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,Serious?,11.95,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
23,Word,13.17,0.364,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"Oh,",13.534,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
24,Word,13.572,0.586,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,yeah.,14.158,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
25,Word,14.324,0.474,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,Everything,14.798,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
26,Word,14.884,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,you,15.086,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
27,Word,15.108,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,need,15.246,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
28,Word,15.268,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,to,15.358,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
29,Word,15.364,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,know,15.534,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
30,Word,15.572,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,is,15.725999999999999,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
31,Word,15.748,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,in,15.886,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
32,Word,15.908,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,that,16.094,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
33,Word,16.132,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,first,16.334000000000003,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
34,Word,16.372,0.534,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,kiss.,16.906,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
35,Word,17.018,0.66,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,Absolutely.,17.678,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
36,Word,17.844,0.282,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"Yeah,",18.126,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
37,Word,18.148,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,I,18.238,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
38,Word,18.244,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,think,18.414,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
39,Word,18.452,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,for,18.606,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
40,Word,18.628,0.282,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"us,",18.91,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
41,Word,18.98,0.406,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,kissing,19.386,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
42,Word,19.418,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,is,19.566,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
43,Word,19.588,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,pretty,19.726000000000003,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
44,Word,19.748,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,much,19.934,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
45,Word,19.972,0.25,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,like,20.222,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
46,Word,20.276,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,an,20.494,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
47,Word,20.532,0.342,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,opening,20.874,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
48,Word,20.922,0.212,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"act,",21.134,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
49,Word,21.172,0.106,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,you,21.278000000000002,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
50,Word,21.284,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,know?,21.406,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
51,Word,21.428,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,I,21.566000000000003,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
52,Word,21.588,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"mean,",21.678,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
53,Word,21.684,0.134,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,it's,21.818,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
54,Word,21.834,0.132,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,like,21.966,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
55,Word,21.988,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,the,22.126,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
56,Word,22.148,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,stand,22.286,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
57,Word,22.308,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,up,22.446,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
58,Word,22.468,0.358,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,comedian,22.826,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
59,Word,22.858,0.1,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,you,22.958000000000002,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
60,Word,22.964,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,have,23.086,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
61,Word,23.108,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,to,23.246000000000002,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
62,Word,23.268,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,sit,23.454,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
63,Word,23.492,0.298,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,through,23.79,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
64,Word,23.86,0.62,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,before,24.48,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
65,Word,24.81,0.408,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,Pink,25.218,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
66,Word,25.234,0.272,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,Floyd,25.506,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
67,Word,25.538,0.196,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,comes,25.734,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
68,Word,25.772,0.588,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,out.,26.36,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
69,Word,29.37,0.556,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"Yeah,",29.926000000000002,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
70,Word,30.028,0.266,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,and,30.293999999999997,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
71,Word,30.332,0.262,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,it's,30.594,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
72,Word,30.642,0.212,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,not,30.854,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
73,Word,30.892,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,that,31.094,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
74,Word,31.132,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,we,31.286,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
75,Word,31.308,0.246,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,don't,31.554,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
76,Word,31.602,0.404,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,like,32.006,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
77,Word,32.108,0.266,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,the,32.373999999999995,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
78,Word,32.412,0.55,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,comedian.,32.961999999999996,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
79,Word,33.026,0.32,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,It's,33.346000000000004,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
80,Word,33.378,0.196,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,just,33.574,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
81,Word,33.612,0.588,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,that,34.2,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
82,Word,35.13,0.456,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,that's,35.586000000000006,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
83,Word,35.618,0.484,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,not,36.102000000000004,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
84,Word,36.236,0.298,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,why,36.534,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
85,Word,36.572,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,we,36.726000000000006,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
86,Word,36.748,0.198,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,bought,36.946,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
87,Word,36.978,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,the,37.126000000000005,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
88,Word,37.148,0.762,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,ticket.,37.910000000000004,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
89,Word,39.69,0.316,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,You,40.006,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
90,Word,40.028,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"see,",40.214,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
91,Word,40.252,0.166,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,the,40.418,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
92,Word,40.444,0.238,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,problem,40.682,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
93,Word,40.736,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"is,",40.954,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
94,Word,40.992,0.394,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"though,",41.385999999999996,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
95,Word,41.488,0.266,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,after,41.754,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
96,Word,41.792,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,the,41.946000000000005,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
97,Word,41.968,0.438,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,concert's,42.406000000000006,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
98,Word,42.438,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"over,",42.586000000000006,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
99,Word,42.608,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,no,42.745999999999995,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
100,Word,42.768,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,matter,42.906,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
101,Word,42.928,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,how,43.065999999999995,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
102,Word,43.088,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,great,43.274,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
103,Word,43.312,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,the,43.513999999999996,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
104,Word,43.552,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,show,43.754,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
105,Word,43.792,0.394,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,"was,",44.186,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
106,Word,44.288,0.314,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,you,44.602,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
107,Word,44.656,0.31,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e02a_run-0,,,girls,44.966,english,train,movie:1,chunk:e02a,Algonauts2025/sub-01,Algonauts2025,,,,
