,type,start,duration,timeline,filepath,frequency,text,stop,language,split,movie,chunk,subject,study,offset,context,sentence,sentence_char
23,Word,9.332,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,like,9.534,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
24,Word,9.572,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,it,9.725999999999999,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
25,Word,9.748,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,was,9.838,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
26,Word,9.844,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,like,10.014,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
27,Word,10.052,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,he,10.206,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
28,Word,10.228,0.234,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,made,10.462,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
29,Word,10.516,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,us,10.734,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
30,Word,10.772,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,into,10.974,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
31,Word,11.012,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,a,11.214,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
32,Word,11.252,0.346,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,team.,11.598,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
33,Word,11.684,0.39,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,Yep.,12.074,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
34,Word,12.122,0.164,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,We,12.286,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
35,Word,12.308,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,sure,12.494,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
36,Word,12.532,0.294,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,showed,12.826,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
37,Word,12.858,0.196,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,those,13.054,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
38,Word,13.092,0.374,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,acidic,13.466000000000001,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
39,Word,13.498,0.416,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,jewelers,13.914,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
40,Word,13.962,0.164,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,a,14.126,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
41,Word,14.148,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,thing,14.286,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
42,Word,14.308,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,or,14.398,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
43,Word,14.404,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,two,14.574,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
44,Word,14.612,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,about,14.766,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
45,Word,14.788,0.486,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,softball.,15.274000000000001,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
46,Word,15.322,0.598,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,Nice.,15.92,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
47,Word,17.57,0.316,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,Can,17.886,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
48,Word,17.908,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,I,18.046000000000003,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
49,Word,18.068,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,ask,18.206000000000003,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
50,Word,18.228,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,you,18.366000000000003,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
51,Word,18.388,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,guys,18.526000000000003,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
52,Word,18.548,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,a,18.686,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
53,Word,18.708,0.618,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,question?,19.325999999999997,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
54,Word,19.508,0.25,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,Do,19.758,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
55,Word,19.764,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,you,19.886,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
56,Word,19.908,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,ever,20.046000000000003,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
57,Word,20.068,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,think,20.158,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
58,Word,20.164,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,that,20.286,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
59,Word,20.308,0.358,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,Alan,20.666,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
60,Word,20.698,0.196,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,is,20.894000000000002,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
61,Word,20.932,0.346,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,maybe,21.278,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
62,Word,21.364,0.634,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,sometimes,21.998,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
63,Word,22.164,0.716,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,what?,22.880000000000003,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
64,Word,23.41,0.268,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,I,23.678,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
65,Word,23.684,0.134,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,don't,23.818,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
66,Word,23.834,0.372,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,"know,",24.206,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
67,Word,24.308,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,a,24.526,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
68,Word,24.548,0.354,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,little,24.901999999999997,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
69,Word,24.996,0.644,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,two?,25.639999999999997,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
70,Word,26.01,0.556,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,"Oh,",26.566000000000003,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
71,Word,26.668,0.266,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,"no,",26.933999999999997,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
72,Word,26.972,0.698,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,that's,27.67,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
73,Word,28.25,0.488,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,you'd,28.738,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
74,Word,28.754,0.18,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,never,28.934,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
75,Word,28.972,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,be,29.174000000000003,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
76,Word,29.212,0.298,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,too,29.509999999999998,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
77,Word,29.58,0.422,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,Alan?,30.002,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
78,Word,30.066,0.276,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,"Yeah,",30.342,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
79,Word,30.396,0.31,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,it's,30.706,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
80,Word,30.738,0.388,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,his,31.126,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
81,Word,31.228,0.71,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,innate,31.938000000000002,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
82,Word,32.034,0.4,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,Alan,32.434,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
83,Word,32.482,0.56,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,ness,33.042,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
84,Word,33.186,0.26,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,that,33.446,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
85,Word,33.468,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,we,33.606,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
86,Word,33.628,0.682,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,adore.,34.31,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
87,Word,34.97,0.364,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,I,35.333999999999996,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
88,Word,35.372,0.294,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,"personally,",35.666,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
89,Word,35.698,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,could,35.846000000000004,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
90,Word,35.868,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,have,35.958000000000006,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
91,Word,35.964,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,a,36.086,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
92,Word,36.108,0.278,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,gallon,36.385999999999996,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
93,Word,36.418,0.582,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,of,37.0,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
94,Word,45.47,0.412,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,"hey,",45.882,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
95,Word,45.936,0.678,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,Lizzie.,46.614,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
96,Word,46.742,0.34,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,"Hey,",47.082,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
97,Word,47.136,0.278,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,weird,47.414,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
98,Word,47.462,0.598,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,girl.,48.06,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
99,Word,48.67,0.364,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,I,49.034,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
100,Word,49.072,0.166,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,brought,49.238,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
101,Word,49.254,0.132,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,you,49.385999999999996,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
102,Word,49.408,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,out,49.546,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
103,Word,49.568,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,to,49.658,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
104,Word,49.664,0.182,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,fetch,49.846000000000004,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
105,Word,49.878,0.384,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,soup.,50.262,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
106,Word,50.326,0.18,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,You,50.506,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
107,Word,50.528,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,took,50.714,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
108,Word,50.752,0.106,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,out,50.858000000000004,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
109,Word,50.864,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,the,50.986,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
110,Word,51.008,0.502,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,vowel.,51.510000000000005,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
111,Word,51.59,0.292,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e03b_run-0,,,"Yes,",51.882000000000005,english,train,movie:1,chunk:e03b,Algonauts2025/sub-01,Algonauts2025,,,,
