,type,start,duration,timeline,filepath,frequency,text,stop,language,split,movie,chunk,subject,study,offset,context,sentence,sentence_char
10,Word,2.612,0.282,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"well,",2.894,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
11,Word,2.932,0.106,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,you,3.038,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
12,Word,3.044,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"know,",3.214,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
13,Word,3.252,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,no,3.4059999999999997,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
14,Word,3.428,0.358,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"suds,",3.786,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
15,Word,3.818,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,no,3.966,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
16,Word,3.988,0.33,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"say,",4.318,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
17,Word,4.404,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,no,4.606,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
18,Word,4.628,0.694,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,suds.,5.322,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
19,Word,5.466,0.56,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,Excuse,6.026,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
20,Word,6.058,0.484,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,me.,6.542,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
21,Word,6.676,0.346,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,Hold,7.022,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
22,Word,7.076,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,on,7.2459999999999996,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
23,Word,7.268,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,a,7.406,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
24,Word,7.428,0.572,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,second.,8.0,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
25,Word,8.45,0.364,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,This,8.814,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
26,Word,8.852,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,is,9.006,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
27,Word,9.028,0.234,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,my,9.262,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
28,Word,9.316,0.518,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,friend's,9.834000000000001,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
29,Word,9.882,0.768,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,machine.,10.65,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
30,Word,10.81,0.372,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"Hey,",11.182,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
31,Word,11.236,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"hey,",11.454,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
32,Word,11.492,0.298,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,hey.,11.790000000000001,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
33,Word,11.86,0.282,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,Our,12.142,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
34,Word,12.196,0.314,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,stuff,12.51,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
35,Word,12.58,0.326,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,wasn't,12.906,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
36,Word,12.938,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,in,13.086,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
37,Word,13.108,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,it.,13.294,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
38,Word,13.332,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"Hey,",13.534,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
39,Word,13.572,0.588,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,hey.,14.159999999999998,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
40,Word,14.53,0.456,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,That's,14.985999999999999,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
41,Word,15.018,0.196,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,not,15.214,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
42,Word,15.252,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,the,15.454,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
43,Word,15.492,0.342,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"rule,",15.834000000000001,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
44,Word,15.882,0.212,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,and,16.094,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
45,Word,16.132,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,you,16.334000000000003,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
46,Word,16.372,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,know,16.574,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
47,Word,16.612,8.378,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,it's.,24.99,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
48,Word,25.37,0.75,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,Yeah.,26.12,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
49,Word,27.85,0.316,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,All,28.166,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
50,Word,28.188,0.33,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"right,",28.517999999999997,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
51,Word,28.604,0.422,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,show's,29.026,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
52,Word,29.058,0.582,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,over.,29.64,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
53,Word,32.41,0.412,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,Nothing,32.821999999999996,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
54,Word,32.876,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,to,33.046,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
55,Word,33.068,0.234,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,see,33.302,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
56,Word,33.356,0.604,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,here.,33.96,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
57,Word,36.97,0.712,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"Okay,",37.682,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
58,Word,37.836,0.33,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,let's,38.166,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
59,Word,38.198,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,do,38.346000000000004,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
60,Word,38.368,0.838,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,laundry.,39.206,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
61,Word,39.398,0.404,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,That,39.80200000000001,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
62,Word,39.856,0.266,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,was,40.122,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
63,Word,40.176,0.604,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,amazing.,40.78,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
64,Word,41.31,0.364,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,I,41.674,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
65,Word,41.712,0.214,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,can't,41.926,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
66,Word,41.958,0.196,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,even,42.153999999999996,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
67,Word,42.192,0.25,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,send,42.442,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
68,Word,42.496,0.266,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,back,42.762,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
69,Word,42.816,0.502,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,soup.,43.318000000000005,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
70,Word,43.414,0.692,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"Well,",44.106,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
71,Word,44.288,0.358,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,that's,44.645999999999994,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
72,Word,44.678,0.244,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,because,44.922,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
73,Word,44.976,0.358,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,you're,45.333999999999996,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
74,Word,45.382,0.212,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,such,45.594,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
75,Word,45.632,0.298,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,a,45.93,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
76,Word,46.0,0.454,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"sweet,",46.454,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
77,Word,46.502,0.788,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,gentle,47.29,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
78,Word,51.57,0.508,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"hey,",52.078,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
79,Word,52.164,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,you,52.366,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
80,Word,52.388,0.234,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,must,52.622,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
81,Word,52.676,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,need,52.894000000000005,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
82,Word,52.932,0.778,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,detergent.,53.71,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
83,Word,57.97,0.376,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,What's,58.346,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
84,Word,58.378,0.244,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,that?,58.622,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
85,Word,58.676,0.374,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,Uber,59.050000000000004,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
86,Word,59.13,0.74,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,Weiss.,59.870000000000005,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
87,Word,61.41,0.376,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,It's,61.785999999999994,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
88,Word,61.818,0.292,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,new.,62.11,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
89,Word,62.18,0.306,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,It's,62.486,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
90,Word,62.538,0.324,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,German.,62.861999999999995,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
91,Word,62.926,0.288,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,It's,63.214,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
92,Word,63.262,0.308,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,extra,63.57,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
93,Word,63.64,0.73,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,tough.,64.37,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
94,Word,66.31,0.76,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"Rach,",67.07000000000001,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
95,Word,67.23,0.276,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,are,67.506,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
96,Word,67.528,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,you,67.61800000000001,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
97,Word,67.624,0.074,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,going,67.698,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
98,Word,67.704,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,to,67.826,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
99,Word,67.848,0.358,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,separate,68.206,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
100,Word,68.238,0.582,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,those?,68.82,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
101,Word,69.91,0.364,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"Oh,",70.274,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
102,Word,70.312,0.588,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,God.,70.89999999999999,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
103,Word,71.27,0.652,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"Oh,",71.922,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
104,Word,72.056,0.25,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,am,72.306,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
105,Word,72.328,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,I,72.46600000000001,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
106,Word,72.488,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,being,72.674,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
107,Word,72.712,0.106,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,"like,",72.818,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
108,Word,72.824,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,a,72.946,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
109,Word,72.968,0.33,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,total,73.298,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
110,Word,73.384,0.422,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,laundry,73.806,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
111,Word,73.838,0.86,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e05b_run-0,,,spaz?,74.698,english,train,movie:1,chunk:e05b,Algonauts2025/sub-01,Algonauts2025,,,,
