,type,start,duration,timeline,filepath,frequency,text,stop,language,split,movie,chunk,subject,study,offset,context,sentence,sentence_char
10,Word,5.658,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,for,5.806,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
11,Word,5.828,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,a,5.918,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
12,Word,5.924,0.314,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"day,",6.238,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
13,Word,6.324,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,I,6.526,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
14,Word,6.548,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,would,6.734,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
15,Word,6.772,0.588,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,want,7.36,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
16,Word,7.73,0.412,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,world,8.142000000000001,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
17,Word,8.196,0.742,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,peace.,8.937999999999999,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
18,Word,9.114,0.34,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,No,9.454,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
19,Word,9.492,0.154,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,more,9.646,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
20,Word,9.668,0.682,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"hunger,",10.35,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
21,Word,10.93,0.316,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,good,11.246,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
22,Word,11.268,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,things,11.454,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
23,Word,11.492,0.106,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,for,11.598,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
24,Word,11.604,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,the,11.725999999999999,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
25,Word,11.748,0.922,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,rainforest,12.67,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
26,Word,13.01,0.364,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,and,13.374,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
27,Word,13.412,0.294,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,bigger,13.706000000000001,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
28,Word,13.738,0.692,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,boobs.,14.43,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
29,Word,16.61,0.364,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,So,16.974,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
30,Word,17.012,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,you,17.214000000000002,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
31,Word,17.252,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,took,17.454,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
32,Word,17.492,0.698,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,mine.,18.19,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
33,Word,19.89,0.568,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"Chandler,",20.458000000000002,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
34,Word,20.474,0.084,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,what,20.558,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
35,Word,20.564,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,about,20.734,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
36,Word,20.772,0.442,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,you?,21.214,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
37,Word,21.332,0.234,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,If,21.566000000000003,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
38,Word,21.588,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,I,21.678,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
39,Word,21.684,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,were,21.806,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
40,Word,21.828,0.518,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,omnipotent,22.346,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
41,Word,22.378,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,for,22.526,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
42,Word,22.548,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,a,22.686,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
43,Word,22.708,0.282,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"day,",22.99,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
44,Word,23.06,0.47,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,I'd,23.529999999999998,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
45,Word,23.61,0.196,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,make,23.806,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
46,Word,23.828,0.33,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,myself,24.157999999999998,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
47,Word,24.244,0.534,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,omnipotent,24.778,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
48,Word,24.794,0.204,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,for,24.998,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
49,Word,25.044,0.596,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,ever.,25.64,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
50,Word,26.09,0.412,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,See?,26.502,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
51,Word,26.556,0.31,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,There's,26.866,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
52,Word,26.898,0.196,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,always,27.094,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
53,Word,27.132,0.25,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,one,27.382,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
54,Word,27.436,0.362,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,guy.,27.798,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
55,Word,27.884,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,If,28.086000000000002,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
56,Word,28.108,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,I,28.198,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
57,Word,28.204,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,had,28.326,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
58,Word,28.348,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,a,28.438,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
59,Word,28.444,0.182,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"wish,",28.625999999999998,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
60,Word,28.658,0.24,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,I'd,28.898,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
61,Word,28.914,0.192,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,wish,29.106,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
62,Word,29.138,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,for,29.286,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
63,Word,29.308,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,three,29.494,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
64,Word,29.532,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,more,29.734,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
65,Word,29.772,0.698,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,wishes.,30.47,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
66,Word,34.17,0.316,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"Hey,",34.486000000000004,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
67,Word,34.508,0.326,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,buddy.,34.834,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
68,Word,34.882,0.164,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"Hey,",35.046,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
69,Word,35.068,0.326,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,Joey?,35.394,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
70,Word,35.442,0.164,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,What,35.606,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
71,Word,35.628,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,would,35.718,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
72,Word,35.724,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,you,35.846,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
73,Word,35.868,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,do,36.006,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
74,Word,36.028,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,if,36.118,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
75,Word,36.124,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,you,36.246,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
76,Word,36.268,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,were,36.406,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
77,Word,36.428,1.01,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,omnipotent?,37.437999999999995,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
78,Word,37.634,0.408,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,Probably,38.042,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
79,Word,38.096,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,kill,38.314,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
80,Word,38.352,0.588,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,myself.,38.94,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
81,Word,41.31,0.616,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,Excuse,41.926,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
82,Word,41.958,0.388,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,me?,42.346,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
83,Word,42.448,0.314,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"Hey,",42.762,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
84,Word,42.816,0.218,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,if,43.034000000000006,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
85,Word,43.072,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,little,43.274,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
86,Word,43.312,0.406,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,Joey's,43.717999999999996,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
87,Word,43.734,0.192,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"dead,",43.926,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
88,Word,43.958,0.148,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,then,44.106,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
89,Word,44.128,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,I,44.266,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
90,Word,44.288,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,got,44.425999999999995,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
91,Word,44.448,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,no,44.586,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
92,Word,44.608,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,reason,44.794,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
93,Word,44.832,0.588,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,to,45.42,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
94,Word,48.03,0.94,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,joey,48.97,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
95,Word,49.39,1.34,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,omnipotent.,50.730000000000004,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
96,Word,52.13,0.412,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,You,52.542,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
97,Word,52.596,0.604,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,are?,53.199999999999996,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
98,Word,56.13,0.316,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,I,56.446000000000005,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
99,Word,56.468,0.186,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,had,56.654,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
100,Word,56.692,0.202,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,no,56.894,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
101,Word,56.932,0.25,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,idea.,57.182,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
102,Word,57.236,0.17,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,I,57.406,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
103,Word,57.428,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,thought,57.518,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
104,Word,57.524,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,it,57.646,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
105,Word,57.668,0.09,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"was,",57.758,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
106,Word,57.764,0.122,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,"like,",57.886,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
107,Word,57.908,0.138,Algonauts2025_subject-sub-01_task-friends_movie-1_chunk-e04a_run-0,,,a,58.046,english,train,movie:1,chunk:e04a,Algonauts2025/sub-01,Algonauts2025,,,,
